OID_,Traffic_Station_Locations_OBJECTID,Traffic_Station_Locations_Signing,Traffic_Station_Locations_DOT_ID,Traffic_Station_Locations_CO,Traffic_Station_Locations_FG,Traffic_Station_Locations_Sample_ID,Traffic_Station_Locations_Bridge_ID,Traffic_Station_Locations_RR_Xing,Traffic_Station_Locations_NHS,Traffic_Station_Locations_Speed,Traffic_Station_Locations_Oneway,Traffic_Station_Locations_OLAP_Hier,Traffic_Station_Locations_Lanes,Traffic_Station_Locations_RC_STATION,Traffic_Station_Locations_RG,Traffic_Station_Locations_REGION_COD,Traffic_Station_Locations_COUNTY_COD,Traffic_Station_Locations_COU,Traffic_Station_Locations_CCST,Traffic_Station_Locations_GIS_ID,Traffic_Station_Locations_LOC_ERROR,Traffic_Station_Locations_RCSTA1,Traffic_Station_Locations_RC_Code,Traffic_Station_Locations_FIPS,Traffic_Station_Locations_Station_T1,Traffic_Station_Locations_GeoCode_T,Traffic_Station_Locations_Juris_T,Traffic_Station_Locations_GlobalID,Traffic_Station_Locations_Retired,Traffic_Station_Locations_R_Year,Traffic_Station_Locations_R_Notes,Traffic_Station_Locations_Shape_STLe,AADT_Stats_2023_Table_Description,AADT_Stats_2023_Table_County,AADT_Stats_2023_Table_Route,AADT_Stats_2023_Table_From_Milepoint,AADT_Stats_2023_Table_To_Milepoint,AADT_Stats_2023_Table_Functional_Class,AADT_Stats_2023_Table_Latitude,AADT_Stats_2023_Table_Longitude,AADT_Stats_2023_Table_Year,AADT_Stats_2023_Table_Stat_Type,AADT_Stats_2023_Table_AADT,AADT_Stats_2023_Table_AAWDT,AADT_Stats_2023_Table_Single_Unit_Truck_AADT,AADT_Stats_2023_Table_Combo_Unit_Truck_AADT,AADT_Stats_2023_Table_K_Factor,AADT_Stats_2023_Table_D_Factor,AADT_Stats_2023_Table_Station_Type,Shape_Length
6992,7143, ,256556,1,30, , , , ,25, , ,1:1||||,04_4038,11,0,4,61, ,256556011,NO ERROR,044038,04,061,4038,2034,04,{6FF5EB38-5926-4039-B4F0-B2E4C75B8465}, ,0, ,112.170836226999995,BRIDGE ST from STATE ST to WHITEHALL ST,New york,BRIDGE ST,0,0.07,Urban:Minor Arterial,40.703566000000002,-74.013801000000001,2023,Actual,1375,,82,7,0.100000000000000,1,Short Term,112.170836228219287
6993,6882, ,256929,1,30, , , ,Y,25,Y, ,2:0||||,04_1226,11,0,4,61, ,256929011,NO ERROR,041226,04,061,1226,2034,04,{7D04108A-CECE-4410-8F37-57CF402A68F7}, ,0, ,563.271575665000000,W 66TH ST from CENTRAL PARK W to AMSTERDAM AVE,New york,W 66TH ST,0,0.34,Urban:Principal Arterial - Other,40.772815000000001,-73.979740000000007,2023,Actual,7957,,497,2,0.070000000000000,1,Short Term,563.271585113709762
6994,6905, ,300258,1,30, , , ,Y,25, , ,2:2|2:3|3:3||,04_1256,11,0,4,61, ,300258011,NO ERROR,041256,04,061,1256,2034,04,{EA612066-CCBE-4E09-B1D1-555DA3B80057}, ,0, ,1722.001498280000078,BROADWAY from W 125TH ST to W 107TH ST,New york,BROADWAY,2.51,3.58,Urban:Principal Arterial - Other,40.808439999999997,-73.963449999999995,2023,Estimated,16045,,1870,113,0.070000000000000,0.6,Short Term,1722.001439913045033
6995,7110, ,256909,1,30, , , , ,25,Y, ,2:0||||,04_4005,11,0,4,61, ,256909011,PARTIAL MATCH FOR THE TO-MEASURE,044005,04,061,4005,2034,04,{486F1D89-2842-4546-B8C0-F1255AFA6439}, ,0, ,673.151699927999971,W 49TH ST from BROADWAY to FIFTH AVE,New york,W 49TH ST,0.76,1.17,Urban:Major Collector,40.758755000000001,-73.979682999999994,2023,Actual,6961,,490,9,0.070000000000000,1,Short Term,673.151746457316221
6996,6881, ,256927,1,30, , , ,Y,25, , ,1:1||||,04_1225,11,0,4,61, ,256927011,NO ERROR,041225,04,061,1225,2034,04,{D6673968-FBDA-4833-AF03-1CDC4FEE8F0A}, ,0, ,556.954596131000017,W 65TH ST TRANS from 65TH ST TRANSVERSE RD to ACC W 66TH ST,New york,W 65TH ST TRANS,0.13,0.48,Urban:Principal Arterial - Other,40.769390000000001,-73.974080000000001,2023,Actual,27699,,1921,162,0.070000000000000,0.58,Short Term,556.954596132086294
6997,6904, ,300258,1,30, , , ,Y,25, , ,2:2|2:3|3:3||,04_1255,11,0,4,61, ,300258011,NO ERROR,041255,04,061,1255,2034,04,{10450612-D891-4456-927A-2337104753B2}, ,0, ,917.327944870000010,BROADWAY from W 107TH ST to W 96TH ST,New york,BROADWAY,3.58,4.15,Urban:Principal Arterial - Other,40.795479999999998,-73.971059999999994,2023,Estimated,17035,,1544,102,0.070000000000000,0.56,Short Term,917.328013243963369
6998,7077, ,273780,1,30, , , ,Y,0,Y, ,1:0||||,04_3073,11,0,4,61, ,273780011,NO ERROR,043073,04,061,3073,2034,01,{3117CE54-9114-41AA-AACF-14FDBA4DF9B7}, ,0, ,354.056393232999994,907V  Exit 12 a from ST CLAIR PL to 907V SB (ON),New york,907V  EXIT 12 A,0,0.22,Urban:Principal Arterial - Freeways & Expressways,40.817276000000000,-73.962598999999997,2023,Estimated,10007,,233,36,0.070000000000000,1,Short Term,354.056424891256711
6999,6903, ,300258,1,30, , , ,Y,25, , ,0:3|2:2|3:2|3:3|,04_1254,11,0,4,61, ,300258011,NO ERROR,041254,04,061,1254,2034,04,{107520B4-0E95-4BC0-9EF5-4E67C53D9A03}, ,0, ,2092.151412870000058,BROADWAY from W 96TH ST to AMSTERDAM AVE,New york,BROADWAY,4.15,5.45,Urban:Principal Arterial - Other,40.787300000000002,-73.977130000000002,2023,Estimated,17421,,1524,120,0.070000000000000,0.57,Short Term,2092.151350242392255
7000,7166, ,256586,1,30, , , , ,25, , ,1:1||||,04_4058,11,0,4,61, ,256586011,NO ERROR,044058,04,061,4058,2034,04,{1E77A4E0-D43D-4DE8-A7DF-E391990DD9DD}, ,0, ,949.514816544000041,CHRISTOPHER ST from AV OF THE AMRC to WEST ST,New york,CHRISTOPHER ST,0,0.59,Urban:Minor Arterial,40.733241000000000,-74.005117999999996,2023,Actual,3402,,205,15,0.070000000000000,1,Short Term,949.514790176265592
7001,6902, ,300258,1,30, , , ,Y,25,Y, ,2:0||||,04_1253,11,0,4,61, ,300258011,NO ERROR,041253,04,061,1253,2034,04,{4B370F6A-739B-4EA8-8361-6FD919780EA9}, ,0, ,1190.916901150000058,BROADWAY from E 14TH ST to HOUSTON ST,New york,BROADWAY,0,0.74,Urban:Principal Arterial - Other,40.729300000000002,-73.993589999999998,2023,Estimated,19750,,1713,22,0.060000000000000,1,Short Term,1190.916891117313980
7002,7133, ,256544,1,30, , , , ,25,Y, ,1:0||||,04_4028,11,0,4,61, ,256544011,NO ERROR,044028,04,061,4028,2034,04,{573BA7B5-4D63-4746-849C-CC1A1B5C5A3C}, ,0, ,679.551296076999961,BANK ST from BLEECKER ST to GREENWICH ST,New york,BANK ST,0,0.21,Urban:Major Collector,40.736969000000002,-74.002844999999994,2023,Estimated,875,,44,0,0.080000000000000,1,Short Term,679.551296075616278
7003,6880, ,256926,1,30, , , ,Y,25,Y, ,2:0||||,04_1224,11,0,4,61, ,256926011,NO ERROR,041224,04,061,1224,2034,04,{CA01B30D-2B92-41EC-9ADA-32800A9A3609}, ,0, ,547.178119888999959,W 65TH ST from AMSTERDAM AVE to CENTRAL PARK W,New york,W 65TH ST,0.17,0.51,Urban:Principal Arterial - Other,40.772550000000003,-73.981039999999993,2023,Estimated,9416,,539,5,0.060000000000000,1,Short Term,547.178114175570727
7004,6901, ,300258,1,30, , , ,Y,25,Y, ,1:0||||,04_1252,11,0,4,61, ,300258011,NO ERROR,041252,04,061,1252,2034,04,{66995C75-7EE5-450D-9B3C-0759BF3E4961}, ,0, ,788.580136756000002,BROADWAY from HOUSTON ST to CANAL ST,New york,BROADWAY,0.74,1.23,Urban:Principal Arterial - Other,40.722149999999999,-73.999549999999999,2023,Estimated,14300,,1320,16,0.070000000000000,1,Short Term,788.580218074548156
7005,6879, ,256918,1,30, , , ,Y,25, , ,2:2||||,04_1223,11,0,4,61, ,256918011,NO ERROR,041223,04,061,1223,2034,04,{10A0772B-66EE-411E-BE36-9683EDD133DD}, ,0, ,1384.038639130000092,W 57TH ST from TENTH AVE to FIFTH AVE,New york,W 57TH ST,0.34,1.21,Urban:Principal Arterial - Other,40.767429000000000,-73.984357000000003,2023,Actual,21629,,1845,178,0.060000000000000,0.52,Short Term,1384.038705578948566
7006,7338, ,256807,1,30, , , , ,25,Y, ,1:0||||,04_4224,11,0,4,61, ,256807011,NO ERROR,044224,04,061,4224,2034,04,{6CD04D6E-6307-4112-85BA-48EA7A231EC4}, ,0, ,997.382660125000029,RIVINGTON ST from CHRYSTIE ST to BOWERY,New york,RIVINGTON ST,0,0.07,Urban:Major Collector,40.719206000000000,-73.985512999999997,2023,Actual,2590,,75,137,0.090000000000000,1,Short Term,997.382660125361326
7007,7489, ,285957,1,30, , , , ,0,Y, ,1:0||||,04_5024,11,0,4,61, ,285957011,PARTIAL MATCH FOR THE TO-MEASURE,045024,04,061,5024,2034,04,{CFDCA503-75B8-40B7-AD15-65931E1701CF}, ,0, ,72.374298599599996,LIBERTY PL from MAIDEN LA to LIBERTY ST,New york,LIBERTY PL,0,0.04,Urban:Local,40.708970000000001,-74.009479999999996,2023,Estimated,293,,13,1,0.080000000000000,1,Short Term,72.374298601605702
7008,7337, ,278548,1,30, , , , ,25, , ,1:1|2:2|||,04_4223,11,0,4,61, ,278548011,PARTIAL MATCH FOR THE TO-MEASURE,044223,04,061,4223,2034,04,{CCDD5F6B-856C-45AF-B055-E7648968527D}, ,0, ,749.162524215999952,RIVERSIDE DR from RIVERSIDE DR W to RIVERSIDE DR W,New york,RIVERSIDE DR,0,0.47,Urban:Minor Arterial,40.835825999999997,-73.946015000000003,2023,Estimated,4041,,231,28,0.080000000000000,0.58,Short Term,749.162524206014268
7009,7488, ,285863,1,30, , , , ,0,Y, ,2:0||||,04_5023,11,0,4,61, ,285863011,PARTIAL MATCH FOR THE TO-MEASURE,045023,04,061,5023,2034,04,{2DC28AE1-2DF8-4CA6-BF19-817153E59598}, ,0, ,620.615309501999945,E 108TH ST from FIFTH AVE to THIRD AVE,New york,E 108TH ST,0,0.39,Urban:Local,40.794119999999999,-73.946590000000000,2023,Estimated,1502,,64,6,0.070000000000000,1,Short Term,620.615309505056302
7010,7336, ,256806,1,30, , , , ,25,Y, ,2:0||||,04_4222,11,0,4,61, ,256806011,NO ERROR,044222,04,061,4222,2034,04,{F69548BC-B857-4F15-AAE6-29AA0B705EE3}, ,0, ,658.997257740000009,RIVERSIDE DR W from RVRSDE DR@120T to RIVERSIDE DR E,New york,RIVERSIDE DR W,0,0.41,Urban:Minor Arterial,40.814332999999998,-73.963166999999999,2023,Estimated,6277,,359,44,0.160000000000000,1,Short Term,658.997257739517181
7011,7487, ,285861,1,30, , , , ,0,Y, ,2:0||||,04_5022,11,0,4,61, ,285861011,NO ERROR,045022,04,061,5022,2034,04,{725377A4-4B0A-4B8B-ABE6-140DF44A77CC}, ,0, ,1062.232207609999932,E 109TH ST from FIRST AVE to FIFTH AVE,New york,E 109TH ST,0,0.66,Urban:Local,40.794020000000003,-73.944440000000000,2023,Estimated,2215,,95,8,0.070000000000000,1,Short Term,1062.232224775716304
7012,7486, ,285839,1,30, , , , ,0,Y, ,2:0||||,04_5021,11,0,4,61, ,285839011,PARTIAL MATCH FOR THE TO-MEASURE,045021,04,061,5021,2034,04,{01F6B9E0-9617-436E-A6F5-7177994A3A9B}, ,0, ,687.135417206000056,E 122ND ST from MADISON AVE to SECOND AVE,New york,E 122ND ST,0,0.43,Urban:Local,40.802169999999997,-73.938109999999995,2023,Estimated,1998,,85,7,0.070000000000000,1,Short Term,687.135417205943668
7013,7335, ,311587,1,30, , , , ,25, , ,2:0||||,04_4221,11,0,4,61, ,311587011,NO ERROR,044221,04,061,4221,2034,04,{BBBB1388-3EC2-456E-B1CF-210E2C9F496B}, ,0, ,768.685871089999978,RIVERSIDE DR from W 165TH ST to DIV TO HENRY HUDSON PKWY,New york,RIVERSIDE DR,0.22,0.7,Urban:Minor Arterial,40.847152000000001,-73.943572000000003,2023,Actual,7459,,132,1,0.130000000000000,1,Short Term,768.685871090575461
7014,7485, ,285791,1,30, , , , ,0, , ,1:1||||,04_5019,11,0,4,61, ,285791011,NO ERROR,045019,04,061,5019,2034,04,{1FC42E09-17B4-46A1-BDAB-A987001F469B}, ,0, ,611.775884299000040,W 120TH ST from RIVERSIDE DR to MORNINGSIDE DR,New york,W 120TH ST,0,0.38,Urban:Local,40.810079999999999,-73.961060000000003,2023,Estimated,5733,,245,21,0.080000000000000,0.54,Short Term,611.775884298419442
7015,7334, ,311587,1,30, , , , ,25, , ,2:2||||,04_4220,11,0,4,61, ,311587011,NO ERROR,044220,04,061,4220,2034,04,{E638258C-7FFF-4ACA-AA90-3A15E2058356}, ,0, ,360.255771653000011,RIVERSIDE DR from RIVERSIDE DR W to W 165TH ST,New york,RIVERSIDE DR,0,0.22,Urban:Minor Arterial,40.839618999999999,-73.946061000000000,2023,Actual,14416,,339,7,0.100000000000000,0.77,Short Term,360.255771649902613
7016,7484, ,285709,1,30, , , , ,0,Y, ,2:0||||,04_5016,11,0,4,61, ,285709011,PARTIAL MATCH FOR THE TO-MEASURE,045016,04,061,5016,2034,04,{DC06E965-5659-4E79-AA1F-3E0FC6817F6D}, ,0, ,558.301740270999971,W 143RD ST from CONVENT AVE to RIVERSIDE DR,New york,W 143RD ST,0,0.35,Urban:Local,40.824300000000001,-73.949460000000002,2023,,,,,,0.070000000000000,1,Short Term,558.301740271327276
7017,7333, ,256802,1,30, , , , ,25, , ,1:1||||,04_4219,11,0,4,61, ,256802011,PARTIAL MATCH FOR THE TO-MEASURE,044219,04,061,4219,2034,04,{6B910E51-8DDD-45B8-B161-06A350E8C024}, ,0, ,706.288738157000012,READE ST from GREENWICH ST to CENTRE ST,New york,READE ST,0,0.44,Urban:Minor Arterial,40.715052999999997,-74.006749999999997,2023,Actual,3947,,124,1,0.070000000000000,1,Short Term,706.288738158268529
7018,7483, ,285651,1,30, , , , ,0,Y, ,2:0||||,04_5013,11,0,4,61, ,285651011,NO ERROR,045013,04,061,5013,2034,04,{D4F4B28C-CCB5-45BC-847B-F2ABA82C8777}, ,0, ,595.421065447000046,W 163RD from AMSTERDAM AVE to RIVERSIDE DR,New york,W 163RD,0,0.37,Urban:Local,40.837989999999998,-73.942809999999994,2023,Estimated,2520,,108,9,0.080000000000000,1,Short Term,595.421066724904449
7019,7332, ,256799,1,30, , , , ,25,Y, ,1:0||||,04_4218,11,0,4,61, ,256799011,PARTIAL MATCH FOR THE TO-MEASURE,044218,04,061,4218,2034,04,{BB1D9FE0-B3A6-4002-926A-40022F8650A1}, ,0, ,963.828124182000010,PRINCE ST from AVE OF THE AMERICAS to BOWERY,New york,PRINCE ST,0,0.62,Urban:Minor Arterial,40.724767999999997,-73.998945000000006,2023,Estimated,4556,,242,1,0.070000000000000,1,Short Term,963.828124183854356
7020,7331, ,256798,1,30, , , , ,25,Y, ,1:0|2:0|||,04_4217,11,0,4,61, ,256798011,PARTIAL MATCH FOR THE TO-MEASURE,044217,04,061,4217,2034,04,{A442C181-6F17-4931-8616-B26C92A9D069}, ,0, ,536.921161158000018,PITT ST from WILLIAMSBURG BR to E HOUSTON ST,New york,PITT ST,0.17,0.46,Urban:Minor Arterial,40.719059999999999,-73.981939999999994,2023,Actual,2641,,197,1,0.070000000000000,1,Short Term,536.921217319568768
7021,7482, ,285607,1,30, , , , ,0, , ,1:1||||,04_5011,11,0,4,61, ,285607011,NO ERROR,045011,04,061,5011,2034,04,{1241721A-6D69-4CE5-86EA-39CBB7F2BA6F}, ,0, ,80.492926193200006,W 185TH ST from PINEHURST AVE to FT WASHINGTON AVE,New york,W 185TH ST,0,0.05,Urban:Local,40.853409999999997,-73.937870000000004,2023,Estimated,1143,,49,4,0.070000000000000,0.55,Short Term,80.492894265086562
7022,7481, ,285581,1,30, , , , ,0, , ,1:1||||,04_5010,11,0,4,61, ,285581011,NO ERROR,045010,04,061,5010,2034,04,{2B8EDC70-5D13-47B5-B0D5-D20F7E85BF01}, ,0, ,129.940877680000000,JUMEL TER from W 160TH ST to W 162ND ST,New york,JUMEL TER,0,0.08,Urban:Local,40.834840000000000,-73.938800000000001,2023,Estimated,488,,21,2,0.070000000000000,0.5,Short Term,129.940877678364643
7023,7330, ,256798,1,30, , , , ,25,Y, ,1:1|2:0|||,04_4216,11,0,4,61, ,256798011,NO ERROR,044216,04,061,4216,2034,04,{B200D249-3D72-450E-B34B-3EB094177EC3}, ,0, ,209.215120656000011,PITT ST from E BROADWAY to WILLIAMSBURG BR,New york,PITT ST,0,0.17,Urban:Minor Arterial,40.715623000000001,-73.983967000000007,2023,Actual,2073,,129,1,0.070000000000000,1,Short Term,209.215064495790045
7024,7480, ,285579,1,30, , , , ,0,Y, ,2:0||||,04_5009,11,0,4,61, ,285579011,NO ERROR,045009,04,061,5009,2034,04,{EE4CF8CB-844E-447E-9431-1885B7C0CF53}, ,0, ,225.269169140999992,JUMEL PL from W 167TH ST to EDGECOMBE AVE,New york,JUMEL PL,0,0.14,Urban:Local,40.839790000000001,-73.935779999999994,2023,Estimated,2191,,94,8,0.080000000000000,1,Short Term,225.269194029175907
7025,7329, ,256797,1,30, , , , ,25,Y, ,1:0||||,04_4215,11,0,4,61, ,256797011,NO ERROR,044215,04,061,4215,2034,04,{EC934021-9B9D-4311-8D4B-A8EDBEB25532}, ,0, ,482.421801263000020,PINE ST from WATER ST to BROADWAY,New york,PINE ST,0,0.3,Urban:Minor Arterial,40.706499999999998,-74.008319999999998,2023,Estimated,2227,,128,16,0.090000000000000,1,Short Term,482.421801264120688
7026,7328, ,256796,1,30, , , , ,25, , ,1:1||||,04_4214,11,0,4,61, ,256796011,NO ERROR,044214,04,061,4214,2034,04,{4DF20823-BF05-4AD5-B94B-6720B542A879}, ,0, ,386.243313982000018,PIKE ST from CHERRY ST to DIVISION ST,New york,PIKE ST,0,0.24,Urban:Minor Arterial,40.711930000000002,-73.992519999999999,2023,Estimated,9556,,547,67,0.070000000000000,0.6,Short Term,386.243287629020529
7027,7479, ,285545,1,30, , , , ,0, , ,1:1||||,04_5007,11,0,4,61, ,285545011,PARTIAL MATCH FOR THE TO-MEASURE,045007,04,061,5007,2034,04,{8342B243-6D83-46E1-BA85-6A1117A14865}, ,0, ,200.680457264000012,BOGARDUS PL from ELLWOOD ST to HILLSIDE AVE,New york,BOGARDUS PL,0,0.12,Urban:Local,40.859270000000002,-73.928849999999997,2023,Estimated,979,,42,4,0.090000000000000,0.51,Short Term,200.680457263774429
7028,7478, ,256679,1,30, , , , ,0,Y, ,2:0||||,04_5002,11,0,4,61, ,256679011,NO ERROR,045002,04,061,5002,2034,04,{FCC4AB7A-4918-416B-A836-EC408621CCF7}, ,0, ,97.175690965300006,E 62ND ST from SECOND AVE to BRIDGE ACC RD,New york,E 62ND ST,0.52,0.58,Urban:Major Collector,40.762290000000000,-73.962549999999993,2023,Actual,3303,,96,2,0.080000000000000,1,Short Term,97.175675335634963
7029,7327, ,256794,1,30, , , , ,25,Y, ,1:0||||,04_4213,11,0,4,61, ,256794011,PARTIAL MATCH FOR THE TO-MEASURE,044213,04,061,4213,2034,04,{49E843E8-61C8-4F68-A651-8CE763BA4ADF}, ,0, ,800.166085372999987,PERRY ST from WEST ST to GREENWICH AVE,New york,PERRY ST,0,0.5,Urban:Major Collector,40.734870999999998,-74.007761000000002,2023,Estimated,1209,,40,0,0.080000000000000,1,Short Term,800.166085371610848
7030,7477, ,256615,1,30, , , , ,0, , ,1:1||||,04_5001,11,0,4,61, ,256615011,NO ERROR,045001,04,061,5001,2034,04,{AD19AD93-9561-4BC7-BDCA-22AF49BC71CD}, ,0, ,676.242154368999991,E 120TH ST from MADISON AVE to 2ND AVE,New york,E 120TH ST,0.1,0.52,Urban:Local,40.801090000000002,-73.939509999999999,2023,Estimated,4552,,194,17,0.070000000000000,1,Short Term,676.242139888807969
7031,7326, ,256793,1,30, , , , ,25, , ,1:1||||,04_4212,11,0,4,61, ,256793011,PARTIAL MATCH FOR THE TO-MEASURE,044212,04,061,4212,2034,04,{93FDC8A2-4FF9-4C7C-966C-5D27E889F3CB}, ,0, ,201.960632290000007,PECK SLIP from SOUTH ST to PEARL ST,New york,PECK SLIP,0,0.13,Urban:Minor Arterial,40.708038000000002,-74.001785999999996,2023,,,,,,,,Short Term,201.960632290164199
7032,7476, ,256564,1,30, , , , ,0,Y, ,1:0||||,04_5000,11,0,4,61, ,256564011,NO ERROR,045000,04,061,5000,2034,04,{E849BEDD-5F14-4BB3-A47A-93745D228B4B}, ,0, ,80.467331570400006,CARLISLE ST from WASHINGTON ST to GREENWICH ST,New york,CARLISLE ST,0.05,0.1,Urban:Local,40.708810000000000,-74.013390000000001,2023,Estimated,2129,,91,8,0.090000000000000,1,Short Term,80.467344513576862
7033,7325, ,300980,1,30, , , , ,25,Y, ,1:0||||,04_4209,11,0,4,61, ,300980011,NO ERROR,044209,04,061,4209,2034,04,{B84B7933-3CA1-455C-9014-A53B283DC85C}, ,0, ,1046.075722519999999,PEARL ST from STATE ST to FULTON ST,New york,PEARL ST,0,0.65,Urban:Minor Arterial,40.704028000000001,-74.010161999999994,2023,Actual,1399,,128,0,0.080000000000000,1,Short Term,1046.075695995532215
7034,7475, ,303762,1,30, , , , ,0,Y, ,1:0|1:1|||,04_4363,11,0,4,61, ,303762011,NO ERROR,044363,04,061,4363,2034,04,{D1D5798D-08FA-419C-87B5-9814DF1B46A4}, ,0, ,402.336802536999983,E 5TH ST from AVENUE D to Dead End,New york,E 5TH ST,0,0.25,Urban:Major Collector,40.723100000000002,-73.980249999999998,2023,Actual,475,,6,0,0.110000000000000,0.54,Short Term,402.336789822083404
7035,7324, ,256790,1,30, , , , ,25, , ,1:1||||,04_4208,11,0,4,61, ,256790011,PARTIAL MATCH FOR THE TO-MEASURE,044208,04,061,4208,2034,04,{4AE73EC4-4999-4D14-BCF7-8E68315A39C9}, ,0, ,381.566731548000007,PARK PL from GREENWICH ST to BROADWAY,New york,PARK PL,0,0.24,Urban:Minor Arterial,40.713520000000003,-74.009895999999998,2023,Actual,5215,,314,24,0.060000000000000,1,Short Term,381.566731549298424
7036,7323, ,256789,1,30, , , , ,25, , ,2:2||||,04_4207,11,0,4,61, ,256789011,NO ERROR,044207,04,061,4207,2034,04,{07B58A58-F87B-4C95-8B1E-1DCDE69F6B3E}, ,0, ,450.617204298999980,PARK AVE SOUTH from E 17TH ST to E 23RD ST,New york,PARK AVE SOUTH,0,0.28,Urban:Minor Arterial,40.739379999999997,-73.987240000000000,2023,Estimated,35476,,2029,249,0.060000000000000,0.54,Short Term,450.617213661685582
7037,7474, ,256804,1,30, , , , ,25, , ,1:1||||,04_4362,11,0,4,61, ,256804011,PARTIAL MATCH FOR THE TO-MEASURE,044362,04,061,4362,2034,04,{8C7373F3-6295-4947-B00D-73D81C94C908}, ,0, ,153.130157473999986,RIVERSIDE DR from STAFF ST to BROADWAY,New york,RIVERSIDE DR,0,0.23,Urban:Minor Arterial,40.865741000000000,-73.929102999999998,2023,Actual,15569,,174,0,0.070000000000000,0.53,Short Term,153.130151516376770
7038,7322, ,256787,1,30, , , , ,25, , ,1:1||||,04_4206,11,0,4,61, ,256787011,PARTIAL MATCH FOR THE TO-MEASURE,044206,04,061,4206,2034,04,{1D40F490-9B9A-4E98-90BD-C52040974E7F}, ,0, ,978.458126888000038,ORCHARD ST from DIVISION ST to E HOUSTON ST,New york,ORCHARD ST,0,0.61,Urban:Minor Arterial,40.719631000000000,-73.989447999999996,2023,Actual,1182,,71,6,0.080000000000000,1,Short Term,978.458126887387834
7039,7473, ,311587,1,30, , , , ,20, , ,1:1||||,04_4361,11,0,4,61, ,311587011,NO ERROR,044361,04,061,4361,2034,04,{B1BAEECB-F64A-4F3C-8BF7-34FA4E4F6C85}, ,0, ,481.086345701000027,RIVERSIDE DR from DIV TO HENRY HUDSON PKWY to W 181ST ST,New york,RIVERSIDE DR,0.7,1,Urban:Minor Arterial,40.851484999999997,-73.942274999999995,2023,Actual,2086,,95,1,0.090000000000000,0.92,Short Term,481.086345700613890
7040,7321, ,256786,1,30, , , , ,25,Y, ,1:0||||,04_4205,11,0,4,61, ,256786011,PARTIAL MATCH FOR THE TO-MEASURE,044205,04,061,4205,2034,04,{4E8DD007-7069-4B1F-A4AE-2EEEE4C42945}, ,0, ,147.826695951000005,OLIVER ST from MADISON ST to PARK ROW,New york,OLIVER ST,0,0.11,Urban:Major Collector,40.712249999999997,-73.997854000000004,2023,Actual,1196,,63,0,0.110000000000000,1,Short Term,147.826695950644250
7041,7472, ,256976,1,30, , , , ,25, , ,1:1||||,04_4360,11,0,4,61, ,256976011,PARTIAL MATCH FOR THE TO-MEASURE,044360,04,061,4360,2034,04,{2B2C0C8A-1046-4F90-A70A-3F00BF2B41DF}, ,0, ,147.620249779000005,PETER MINUIT PL from STATE ST to SOUTH ST,New york,PETER MINUIT PL,0,0.09,Urban:Minor Arterial,40.701751000000002,-74.013965999999996,2023,Actual,702,,51,4,0.110000000000000,0.61,Short Term,147.620249778607899
7042,7320, ,256785,1,30, , , , ,25, , ,1:1||||,04_4204,11,0,4,61, ,256785011,NO ERROR,044204,04,061,4204,2034,04,{547316FB-1DDB-4E67-8B52-6FCEBAE86C26}, ,0, ,128.747780941000002,OLD SLIP WEST from WATER ST to SOUTH ST,New york,OLD SLIP WEST,0,0.08,Urban:Minor Arterial,40.703425000000003,-74.008275999999995,2023,Actual,1579,,101,1,0.100000000000000,1,Short Term,128.747774875267396
7043,7471, ,256570,1,30, , , , ,25,Y, ,1:0||||,04_4358,11,0,4,61, ,256570011,NO ERROR,044358,04,061,4358,2034,04,{507B9E10-352B-4FCE-B0B3-E33954A61908}, ,0, ,160.934676867999997,CEDAR ST from PEARL ST to WILLIAM ST,New york,CEDAR ST,0,0.11,Urban:Minor Arterial,40.706744999999998,-74.007711999999998,2023,Estimated,413,,24,3,0.070000000000000,1,Short Term,160.934699438720884
7044,7319, ,256784,1,30, , , , ,25, , ,1:1||||,04_4203,11,0,4,61, ,256784011,NO ERROR,044203,04,061,4203,2034,04,{9A75ABF9-9F80-4CFD-8E85-9131D7CB87DA}, ,0, ,128.747762289000008,OLD SLIP EAST from WATER ST to SOUTH ST,New york,OLD SLIP EAST,0,0.08,Urban:Minor Arterial,40.703569000000002,-74.008086000000006,2023,Actual,1165,,50,0,0.090000000000000,1,Short Term,128.747756557795498
7045,7470, ,301013,1,30, , , , ,25,Y, ,1:0||||,04_4357,11,0,4,61, ,301013011,NO ERROR,044357,04,061,4357,2034,04,{04884B22-1867-4030-92CD-05824A2BEF6E}, ,0, ,643.738860218000013,STANTON ST from ALLEN ST to PITT ST,New york,STANTON ST,0,0.4,Urban:Major Collector,40.720826000000002,-73.986558000000002,2023,Actual,1017,,85,0,0.080000000000000,1,Short Term,643.738847774250985
7046,7318, ,256783,1,30, , , , ,0, , ,1:1||||,04_4202,11,0,4,61, ,256783011,NO ERROR,044202,04,061,4202,2034,04,{898E6712-EC6F-4016-990F-4F4592CB0198}, ,0, ,3.440930106360000,OLD BROADWAY from W 131ST ST to W 133RD ST,New york,OLD BROADWAY,0,0.1,Urban:Major Collector,40.817709999999998,-73.955522000000002,2023,Actual,1127,,81,6,0.160000000000000,0.58,Short Term,3.440930107358371
